delivery_id,order_id,product_id,product_name,abc_class,category,outlet_id,actual_hours_calc,is_timeout,exception_type,exception_reason,priority_level,suggest_action
D001220,ORD005019,P0001,东北大米1号,B,生鲜粮油,O037,65.6,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D006114,ORD001915,P0162,西红柿2号,B,农产品,O058,65.5,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D001482,ORD003873,P0053,饼干4号,B,零食饮料,O023,65.5,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D006479,ORD003294,P0144,风扇电机3号,C,小家电配件,O029,65.5,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D001822,ORD006981,P0163,苹果2号,B,农产品,O043,65.5,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D007566,ORD003355,P0016,小麦面粉3号,C,生鲜粮油,O039,65.2,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D007601,ORD002870,P0178,冷鲜鸡腿1号,B,冷链食品,O059,65.1,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D006918,ORD005525,P0016,小麦面粉3号,C,生鲜粮油,O029,65.0,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D006468,ORD006306,P0170,蘑菇3号,C,农产品,O049,65.0,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D000366,ORD001702,P0177,冷冻水饺1号,C,冷链食品,O027,65.0,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D007118,ORD005263,P0174,西红柿4号,B,农产品,O026,64.8,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D003604,ORD006725,P0111,饭盒2号,C,厨具,O059,64.7,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D000814,ORD005096,P0065,饼干6号,B,零食饮料,O041,64.7,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D005751,ORD007965,P0178,冷鲜鸡腿1号,B,冷链食品,O047,64.7,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D002666,ORD003505,P0182,冷冻汤圆1号,B,冷链食品,O053,64.6,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D001783,ORD006920,P0193,冰鲜牛肉3号,B,冷链食品,O034,64.4,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D004706,ORD005405,P0031,东北大米6号,C,生鲜粮油,O023,64.4,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D007552,ORD007972,P0159,鲜玉米2号,B,农产品,O060,64.3,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D003220,ORD001533,P0164,蘑菇2号,B,农产品,O057,64.3,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D007941,ORD003557,P0038,坚果1号,B,零食饮料,O049,64.3,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D001317,ORD003615,P0035,饼干1号,B,零食饮料,O023,64.3,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D003743,ORD004975,P0009,鸡蛋2号,B,生鲜粮油,O041,64.1,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D006745,ORD002220,P0181,冰鲜牛肉1号,C,冷链食品,O030,64.1,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D005369,ORD004407,P0043,矿泉水2号,C,零食饮料,O058,64.1,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D001506,ORD005909,P0155,土豆1号,A,农产品,O047,63.9,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D006255,ORD007878,P0004,小麦面粉1号,B,生鲜粮油,O039,63.9,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D006632,ORD006360,P0193,冰鲜牛肉3号,B,冷链食品,O053,63.9,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D006462,ORD005298,P0016,小麦面粉3号,C,生鲜粮油,O033,63.8,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D001518,ORD001783,P0005,玉米糁1号,A,生鲜粮油,O043,63.8,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D004033,ORD007262,P0017,玉米糁3号,A,生鲜粮油,O045,63.8,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D005030,ORD002282,P0026,花生油5号,A,生鲜粮油,O051,63.8,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D002153,ORD005029,P0182,冷冻汤圆1号,B,冷链食品,O054,63.7,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D001866,ORD007002,P0006,杂粮包1号,A,生鲜粮油,O046,63.7,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D005256,ORD005466,P0031,东北大米6号,C,生鲜粮油,O054,63.7,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D000644,ORD006563,P0028,小麦面粉5号,B,生鲜粮油,O048,63.7,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D003679,ORD007278,P0016,小麦面粉3号,C,生鲜粮油,O032,63.6,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D007153,ORD001997,P0155,土豆1号,A,农产品,O060,63.6,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D003042,ORD006603,P0195,冷冻水饺4号,B,冷链食品,O029,63.6,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D001071,ORD002524,P0188,冷冻汤圆2号,A,冷链食品,O060,63.6,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D005010,ORD006152,P0159,鲜玉米2号,B,农产品,O047,63.5,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D007473,ORD001167,P0042,果汁2号,A,零食饮料,O039,63.3,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D005864,ORD005421,P0034,小麦面粉6号,C,生鲜粮油,O038,63.3,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D007646,ORD003644,P0003,鸡蛋1号,A,生鲜粮油,O047,63.3,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D005850,ORD007709,P0184,冷鲜鸡腿2号,B,冷链食品,O032,63.3,1,乡镇偏远网点超时订单,乡镇配送超过48小时且网点位置偏远,中,纳入片区线路优化和网点风险评分
D002239,ORD006610,P0039,茶饮料1号,C,零食饮料,O048,63.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D007538,ORD003421,P0013,东北大米3号,B,生鲜粮油,O023,63.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004204,ORD004764,P0185,酸奶2号,B,冷链食品,O058,63.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D001125,ORD002374,P0164,蘑菇2号,B,农产品,O048,63.1,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D002795,ORD006729,P0198,速冻馄饨4号,A,冷链食品,O031,63.1,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004548,ORD006122,P0022,小麦面粉4号,B,生鲜粮油,O035,63.0,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003224,ORD003594,P0086,洗衣液4号,B,日用品,O047,63.0,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006001,ORD006012,P0161,土豆2号,C,农产品,O032,63.0,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005820,ORD002271,P0019,东北大米4号,A,生鲜粮油,O021,62.9,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000082,ORD003291,P0029,玉米糁5号,B,生鲜粮油,O039,62.9,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004201,ORD005867,P0011,玉米糁2号,A,生鲜粮油,O029,62.9,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D007676,ORD001370,P0169,苹果3号,A,农产品,O060,62.9,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D007060,ORD003137,P0001,东北大米1号,B,生鲜粮油,O041,62.9,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003577,ORD000215,P0196,冷鲜鸡腿4号,A,冷链食品,O038,62.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003222,ORD004864,P0019,东北大米4号,A,生鲜粮油,O058,62.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004243,ORD006577,P0007,东北大米2号,C,生鲜粮油,O029,62.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D002279,ORD007025,P0009,鸡蛋2号,B,生鲜粮油,O047,62.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006887,ORD000303,P0059,饼干5号,C,零食饮料,O032,62.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000885,ORD002227,P0169,苹果3号,A,农产品,O025,62.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003648,ORD007205,P0025,东北大米5号,C,生鲜粮油,O047,62.7,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006989,ORD004674,P0038,坚果1号,B,零食饮料,O038,62.7,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000797,ORD003928,P0028,小麦面粉5号,B,生鲜粮油,O038,62.7,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D007252,ORD000396,P0046,山楂糕2号,C,零食饮料,O041,62.6,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004561,ORD000019,P0065,饼干6号,B,零食饮料,O058,62.5,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005930,ORD007426,P0025,东北大米5号,C,生鲜粮油,O039,62.5,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006852,ORD006230,P0158,蘑菇1号,B,农产品,O043,62.5,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000162,ORD007679,P0171,鲜玉米4号,C,农产品,O026,62.5,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005388,ORD004154,P0196,冷鲜鸡腿4号,A,冷链食品,O037,62.4,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D007580,ORD002736,P0157,苹果1号,A,农产品,O048,62.4,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D007822,ORD000503,P0164,蘑菇2号,B,农产品,O037,62.4,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005652,ORD001317,P0158,蘑菇1号,B,农产品,O029,62.4,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000636,ORD003568,P0026,花生油5号,A,生鲜粮油,O044,62.4,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000869,ORD006276,P0030,杂粮包5号,A,生鲜粮油,O036,62.3,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004588,ORD004933,P0126,汤锅5号,C,厨具,O048,62.3,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005007,ORD004967,P0198,速冻馄饨4号,A,冷链食品,O041,62.3,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D007578,ORD000955,P0191,酸奶3号,A,冷链食品,O060,62.3,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000188,ORD001700,P0027,鸡蛋5号,A,生鲜粮油,O022,62.3,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004336,ORD007538,P0092,洗衣液5号,C,日用品,O039,62.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006239,ORD000629,P0147,净水器滤芯4号,C,小家电配件,O046,62.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006615,ORD004107,P0029,玉米糁5号,B,生鲜粮油,O043,62.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006785,ORD002552,P0177,冷冻水饺1号,C,冷链食品,O035,62.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D002133,ORD002674,P0196,冷鲜鸡腿4号,A,冷链食品,O041,62.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004719,ORD003831,P0175,苹果4号,B,农产品,O042,62.2,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004896,ORD002644,P0174,西红柿4号,B,农产品,O033,62.1,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003953,ORD003584,P0009,鸡蛋2号,B,生鲜粮油,O033,62.1,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005819,ORD001440,P0160,红薯2号,B,农产品,O043,62.1,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004106,ORD003403,P0161,土豆2号,C,农产品,O025,62.0,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005241,ORD005243,P0070,牙膏1号,C,日用品,O026,62.0,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005937,ORD003454,P0173,土豆4号,A,农产品,O032,62.0,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006458,ORD004409,P0028,小麦面粉5号,B,生鲜粮油,O041,62.0,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D007158,ORD000895,P0072,洗洁精1号,C,日用品,O053,62.0,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004502,ORD004916,P0005,玉米糁1号,A,生鲜粮油,O045,61.9,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006124,ORD001797,P0160,红薯2号,B,农产品,O037,61.9,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D004331,ORD004462,P0184,冷鲜鸡腿2号,B,冷链食品,O056,61.9,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003074,ORD005660,P0036,果汁1号,B,零食饮料,O045,61.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003471,ORD000301,P0061,矿泉水5号,C,零食饮料,O048,61.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D005910,ORD005777,P0117,饭盒3号,C,厨具,O038,61.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003737,ORD004372,P0063,茶饮料5号,C,零食饮料,O056,61.8,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D002824,ORD001655,P0053,饼干4号,B,零食饮料,O051,61.7,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000968,ORD004754,P0091,抽纸5号,B,日用品,O029,61.7,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D002808,ORD007806,P0071,毛巾1号,C,日用品,O053,61.7,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D001834,ORD005426,P0016,小麦面粉3号,C,生鲜粮油,O049,61.7,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D000940,ORD007222,P0020,花生油4号,A,生鲜粮油,O035,61.6,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006695,ORD005869,P0188,冷冻汤圆2号,A,冷链食品,O047,61.6,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003134,ORD005826,P0096,洗洁精5号,B,日用品,O044,61.6,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003652,ORD002973,P0182,冷冻汤圆1号,B,冷链食品,O028,61.6,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D001502,ORD001993,P0156,西红柿1号,B,农产品,O047,61.5,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D003748,ORD006180,P0068,洗衣液1号,B,日用品,O038,61.5,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D006254,ORD007668,P0198,速冻馄饨4号,A,冷链食品,O060,61.5,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
D001195,ORD002358,P0051,茶饮料3号,C,零食饮料,O023,61.4,1,普通配送超时订单,配送时长超过48小时,中,核查配送线路和签收节点
